"id_scheda","nctn","inv","suf","l4","l3","piano","sala","vetrina","comune","geonote","scan","dsca","dscd","dtzgi","dtzgf","dtzs","dtsi","dtsf","dtm","materia","tecnica","misa","misl","misp","misd","deso","stcc","stcl","adsp","adsm","cmpd","cmpn","fur","cdgg"
68,333118,49594,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,185,"scheggiatura","2.1","0.9","0.2",,"frammento prossimale di lama/lamella in ossidiana, con margini regolari e paralleli, scheggiata a pressione",8,3,1,1,2020-08-15,43,39,1
69,333119,49595,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,185,"scheggiatura","2.6","0.8","0.2",,"frammento prossimale/mesiale di lamella in ossidiana scheggiata a percussione indiretta",8,3,1,1,2020-08-15,43,39,1
70,333120,49596,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,185,"scheggiatura",3,"1.2","0.2",,"frammento di lama/lamella in ossidiana probabilmente scheggiata a percussione indiretta",8,3,1,1,2020-08-15,43,39,1
71,333121,49597,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,185,"scheggiatura","2.8","1.4","0.3",,"frammento mesiale di lama in ossidiana",8,3,1,1,2020-08-15,43,39,1
72,333122,49598,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,238,"scheggiatura","4.8","1.2","0.3",,"frammento mesiale di lama in selce garganica con sbrecciature sui entrambi i margini, scheggiata a pressione o a percussione indiretta",8,3,1,1,2020-08-15,43,39,1
73,333123,49599,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,238,"scheggiatura","6.3","1.4","0.3",,"lama in selce garganica con apice rotto scheggiata a percussione indiretta o a pressione",2,3,1,1,2020-08-15,43,39,1
74,333124,49600,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,238,"scheggiatura","4.6","1.8","0.3",,"lama in selce garganica",1,3,1,1,2020-08-15,43,39,1
75,333125,49601,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,238,"scheggiatura",5,"1.2","0.2",,"frammento di lama in selce con ritocco denticolato su un margine laterale  ",8,3,1,1,2020-08-15,43,39,1
76,333127,49603,,791,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,238,"scheggiatura",3,"2.1","0.3",,"frammento mesiale di lama in selce garganica",8,3,1,1,2020-08-15,43,39,1
77,333126,49602,,796,52,3,2,2,108,"Punta Rondinella. Scavo","Punta Rondinella. Scavo","Mariantonia Gorgoglione","1992-94",11,12,22,6000,4000,11,238,"scheggiatura","2.9","1.5","0.3",,"punta su frammento mesiale di lama in selce garganica, con ritocco semplice denticolato",1,3,1,1,2020-08-15,43,39,1
78,333087,49562,,595,43,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,8,25,"colombino","10.5","17.5","0.6",,"Tazza con collo troncoconico, corpo globulare, fondo leggermente rilevato in stile Serra d'Alto. E' in impasto figulino ed è dipinta in bruno con banda orizzontale campita con motivi a S concatenati e marginati da bande ondulate a tinta piena. All'interno, è banda orizzontale campita a tremolo lungo l'orlo. Fori di restauro",6,3,1,1,2020-08-15,43,39,1
79,333086,49561,,595,43,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,8,25,"colombino","4.3",,"0.5",14,"Tazza con orlo a tesa, ansa a rocchetto insellato e a doppia perforazione verticale sul corpo, fondo piatto con piccolo tacco in stile Serra d'Alto. E' in impasto semifine, è ingubbiata all'interno,  ed è incisa con fila di triangoli campiti a tratteggio sulla tesa, festoni sotto l'orlo, zig zag sul tacco",6,3,1,1,2020-08-15,43,39,1
80,333110,49586,,794,52,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,8,185,"scheggiatura","3.2","1.7","1.1",,"nucleo in ossidiana per la produzione di lamelle, probabilmente scheggiato con la percussione indiretta, a sfruttamento unipolare a partire da un solo piano di percussione fortemente inclinato",1,3,1,1,2020-08-15,43,39,1
81,333111,49587,,791,52,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,185,"scheggiatura",3,"1.2","0.2",,"frammento mesiale di lama in ossidiana, con margini regolari e paralleli, ottenuta con scheggiatura a pressione",8,3,1,1,2020-08-15,43,39,1
82,333112,49588,,791,52,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,185,"scheggiatura",3,1,"0.3",,"frammento prossimale/mesiale di lama/lamella in ossidiana, probabilmente a percussione indiretta",8,3,1,1,2020-08-15,43,39,1
83,333113,49589,,791,52,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,185,"scheggiatura","2.5","0.7","0.3",,"frammento mesiale di lamella in ossidiana che presenta un forte spessore",8,3,1,1,2020-08-15,43,39,1
84,333114,49590,,791,52,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,185,"scheggiatura","1.9",1,"0.2",,"frammento mesiale di lama/lamella in ossidiana, probabilmente a pressione",8,3,1,1,2020-08-15,43,39,1
85,333115,49591,,791,52,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,185,"scheggiatura","2.6","1.4","0.5",,"frammento prossimale di lama spessa, in ossidiana",8,3,1,1,2020-08-15,43,39,1
86,333132,49633,,250,33,3,2,2,108,"Masseria Cesario. Scavo","Masseria Cesario. Scavo","Mariantonia Gorgoglione","2003/2006-7",12,12,11,5000,4500,11,25,"colombino","6.5","14.7",4,,"Frammento di griglia di fornello per la cottura dei cibi",8,3,1,1,2020-08-15,43,39,1
87,333098,49573,,485,43,3,2,2,108,"La Croce. Scavo","La Croce. Scavo","Mariantonia Gorgoglione","1986-88",11,11,14,5600,5200,8,25,"colombino","8.6","7.5","0.7",,"Frammento di ciotola in stile Passo di Corvo di cui si conserva l'orlo diritto con labbro appiattito e parete con carena arrotondata. E' in impasto fine ed è dipinta in rosso con festone pendente dall'orlo. Linea rossa sottolinea l'orlo. Foro di restauro",8,3,1,1,2020-08-15,43,39,1
88,333099,49574,,575,43,3,2,2,108,"La Croce. Scavo","La Croce. Scavo","Mariantonia Gorgoglione","1986-88",11,11,14,5600,5200,8,25,"colombino","14.4",13,"0.6",,"Frammento di fiasco in stile Passo di Corvo di cui si conservano il collo troncoconico e la spalla arrotondata. E' in impasto figulino ed è dipinta in rosso bruno sul collo e con traccia di motivo curvilineo  sulla spalla",8,3,1,1,2020-08-15,43,39,1
89,333017,5256,,595,43,3,2,2,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,11,5000,4500,8,25,"colombino","8.7",5,"0.6",,"Frammento di tazza in stile Serra d'Alto, di cui si conserva l'orlo diritto con labbro assottigliato e, sulla parete, ansa verticale con ravvolgimenti ai margini superiore e inferiore e corpo piatto. E' in impasto figulino ed è dipinta in bruno con banda orizzontale campita a file di triangoli a tinta piena e, evanido, è motivo a S sull'ansa",8,3,1,1,2020-08-15,43,39,1
90,333020,5280,,607,43,3,2,2,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,11,5000,4500,8,25,"colombino","5.9","8.8","0.6",,"Frammento di vasetto globulare in stile Serra d'Alto. E' in impasto figulino e di essa si conserva la parete su cui è presa a S orizzontale. E' dipinta in bruno con banda orizzontale campita da bande a tremolo orizzontali e, doppia fila di S ""ad alette"" alternativamente vuote e piene",8,3,1,1,2020-08-15,43,39,1
91,333018,5257,,595,43,3,2,2,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,11,5000,4500,8,25,"colombino","8.7","9.3","0.9",,"Frammento di tazza in stile Serra d'Alto, di cui si conserva l'orlo diritto con labbro assottigliato e, sulla parete, ansa a nastro verticale. E' in impasto figulino ed è dipinta in bruno con banda orizzontale campita con banda a tremolo verticale e motivo a clessidra campito a triangoli a tinta piena con margini a scaletta e vertice contrapposto. Banda obliqua campita a tremolo sull'ansa e, motivo analogo all'interno, lungo l'orlo",8,3,1,1,2020-08-15,43,39,1
92,333019,5269,,458,43,3,2,2,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,14,4500,4300,8,25,"colombino","7.9",,"0.5","10.7","Bicchiere in stile Diana. E' in impasto fine, ha orlo diritto con labbro appiattito, fondo piatto e, sull'orlo, ha piccola ansa a rocchetto stilizzata e insellata",4,3,1,1,2020-08-15,43,39,1
93,333021,5281,,595,43,3,2,2,108,"Scoglio del Tonno. Scavo","Scoglio del Tonno. Scavo","Quintino Quagliati",1899,12,12,11,5000,4500,8,25,"colombino","4.9",,"0.5","13.5","Tazza in stile Serra d'Alto con orlo diritto, labbro assottigliato, corpo troncoconico, fondo piatto e larga ansa a nastro a margini appiattiti. E' in impasto semifine ed è dipinta in bruno, all'interno, con banda campita a tremolo da cui pendono 2 motivi a M",4,3,1,1,2020-08-15,43,39,1
94,333203,49628,,914,65,3,2,3,108,"Masseria Cesario. Scavo Tr. 3","Masseria Cesario. Scavo Tr. 3","Mariantonia Gorgoglione","2003/2007",12,12,22,5000,4300,11,41,"scheggiatura","4.6","2.7",2,,"blocchetto di calcite con incisioni lineari parallele che seguono tutto il pezzo di origine naturale (facce di accrescimento del cristallo); al di sopra di esse, altre, probabilmente, realizzate intenzionalmente",1,3,1,1,2020-08-15,43,39,1
95,333205,49629,,914,65,3,2,3,108,"Masseria Cesario. Scavo Tr. 3","Masseria Cesario. Scavo Tr. 3","Mariantonia Gorgoglione","2003/2007",12,12,22,5000,4300,11,41,"scheggiatura","3.2","5.6",,,"n. 4 blocchetti di calcite con tracce di decorticamento e negativi di distacco",1,3,1,1,2020-08-15,43,39,1
96,333201,49630,,914,65,3,2,3,108,"Masseria Cesario. Scavo Tr. 3","Masseria Cesario. Scavo Tr. 3","Mariantonia Gorgoglione","2003/2007",12,12,22,5000,4300,11,41,"scheggiatura","3.5",8,"3.6",,"n. 12 blocchetti di calcite non lavorati",1,3,1,1,2020-08-15,43,39,1
97,333053,41280,,240,33,3,2,3,154,"Grotta S. Angelo","Grotta S. Angelo","Mariantonia Gorgoglione",1978,11,12,22,6000,4000,11,227,"levigatura","10.9","4.8","2.8",,"accetta in pietra levigata  con morfologia sub-rettangolare, tagliente convesso, margini irregolari sub-paralleli, tallone puntiforme. ",1,3,1,1,2020-08-15,43,39,1
98,333016,41281,,281,33,3,2,3,154,"Grotta S. Angelo","Grotta S. Angelo","Mariantonia Gorgoglione",1978,11,12,22,6000,4000,11,229,"levigatura","9.1","5.5","3.9",,"frammento di tallone di grossa ascia da parata di tipo B (a corpo spesso), con evidenti scheggiature scalariformi in posizione distale della parte conservata riutilizzato come percussore",8,3,1,1,2020-08-15,43,39,1
99,333202,41295,,237,33,3,2,3,154,"Grotta S. Angelo","Grotta S. Angelo","Mariantonia Gorgoglione",1977,11,12,22,6000,4000,11,207,"levigatura","4.1","3.5","0.9",,"Accetta in pietra levigata alpina con morfologia triangolare a corpo piatto, tagliente sub-rettilineo, margini retti divergenti, tallone rettilineo. Tipologia: Tipo A – a corpo piatto",1,3,1,1,2020-08-15,43,39,1
100,333000,49631,,794,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,185,"scheggiatura","21.5",12,"9.5",,"Pre-nucleo/avviamento di nucleo in ossidiana, con alcuni distacchi di sbozzatura e la preparazione della cornice di un piano di percussione",1,3,1,1,2020-08-16,43,39,1
101,333140,53715,,240,33,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,203,"levigatura","16.4","6.8","1.7",,"accetta in pietra levigata con morfologia sub-rettangolare a corpo piatto, tagliente rettilineo, margini irregolari sub-paralleli, tallone rettilineo. Tipologia: Tipo A – a corpo piatto",1,3,1,1,2020-08-16,43,39,1
102,333141,53716,,240,33,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,203,"levigatura","9.2",14,"1.7",,"accetta in pietra levigata con morfologia sub-trapezoidale corta a corpo piatto (appiattito da un lato, leggermente bombato dall’altro), tagliente convesso asimmetrico, margini non rettilinei leggermente divergenti, tallone convesso. Tipologia: Tipo A – a corpo piatto ",1,3,1,1,2020-08-16,43,39,1
103,333138,53698,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","23.5","2.8","0.5",,"Grande lama in selce garganica con apice rotto scheggiata a pressione ma non a leva",2,3,1,1,2020-08-16,43,39,1
104,333003,53699,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura"," 23.7","3.5","0.6",,"Grande di lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
105,333001,53700,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura",26,"2.7","0.5",,"Grande lama in selce garganica, ricostruita tramite raccordi, scheggiata a pressione ma non a leva",4,3,1,1,2020-08-16,43,39,1
106,333015,53701,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","22.5","1.9","0.3",,"Grande lama in selce garganica, ricostruita tramite raccordi. Scheggiata a pressione ma non con la leva",6,3,1,1,2020-08-16,43,39,1
107,333014,53702,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","21.9","1.6","0.3",,"Grande lama in selce garganica, ricostruita tramite  raccordi. Scheggiata a pressione ma non con la leva",4,3,1,1,2020-08-16,43,39,1
108,333013,53703,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura",21,2,"0.4",,"Grande lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
109,333139,53704,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","19.5",2,"0.3",,"Grande lama in selce garganica, intera. Scheggiata a pressione ma non con la leva",2,3,1,1,2020-08-16,43,39,1
110,333009,53705,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","19.6","2.4","0.5",,"lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
111,333008,53706,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","24.6",3,"0.3",,"lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
112,333006,53707,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","26.1","3.2","0.6",,"Grande lama in selce garganica, ricostruita tramite raccordi, scheggiata a pressione ma non a leva",4,3,1,1,2020-08-16,43,39,1
113,333011,53708,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura",18,"1.7","0.3",,"lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
114,333010,53709,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","17.5",2,"0.2",,"lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
115,333012,53710,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","17.4","2.2","0.4",,"lama in selce garganica ricostruita tramite raccordi",4,3,1,1,2020-08-16,43,39,1
116,333005,53711,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","23.2","2.6","0.5",,"Grande lama in selce garganica, ricostruita tramite raccordi, scheggiata a pressione ma non a leva",4,3,1,1,2020-08-16,43,39,1
117,333004,53712,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura",26,3,"0.6",,"n. 3 frammenti di lama in selce garganica ricostruita da 2 raccordi, il terzo frammento non è contiguo",6,3,1,1,2020-08-16,43,39,1
118,333007,53713,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura",30,"2.5","0.4",,"grande lama ricostruita tramite 4 raccordi, tranne l’ultimo, in selce garganica probabilmente scheggiata a pressione con l’ausilio della leva",6,3,1,1,2020-08-16,43,39,1
119,333002,53714,,791,52,3,2,3,121,"Masseria Barbuzzi. Rinvenimento fortuito","Masseria Barbuzzi. Rinvenimento fortuito","-",1941,11,12,22,6000,4000,11,238,"scheggiatura","26.2","2.5","0.6",,"Grande lama in selce garganica, ricostruita da raccordi, scheggiata a pressione ma non a leva",4,3,1,1,2020-08-16,43,39,1
120,333206,53292,,43,4,3,2,3,38,"Caverna dell'Erba","Caverna dell'Erba","Salvatore Puglisi",1952,11,12,13,5600,4500,11,28,"levigatura","6.9",2,"0.7",,"accetta/scalpellino (Tipologia: Tipo C: asce/scalpello) in basalto levigata e riconvertita in pendente tramite foro nella parte del tagliente, rotta in fase di preparazione del foro stesso",2,3,1,1,2020-08-18,43,39,1
