id_temp,scheda,cmpd,nctn,inv,suff,titolo,l3,l4,piano,sala,vetrina,comune,via,dtzgi,dtzgf,dtzs,dtsi,dtsf,dtm,misa,misl,misd,misn,miss,misv,deso,stcc,adsp,adsm,oss
79,,26/07/2022,347835,214873,,Stuani-347835,43,447,1,10,32,108,Via T. Minniti,28,29,17,-110,-1,16,,,,,,,"Anforetta tipo Hempel 312/1, con orlo estroflesso a sezione subtriangolare, collo cilindrico, corpo globulare schiacciato rastremato verso il basso, anse verticali a bastoncini impostate sul collo e sulla spalla, fondo a disco.",2,1,1,scavo del 1983 
80,,25/02/2022,346221,19977,,Stuani-346221,43,447,1,15,41,108,Contrada Montedoro,29,29,4,-100,-50,11,,,,,,,Frammento di ansa di anfora brindisina con impresso in cartiglio rettangolare il bollo VHEILI. Lettere ben leggibili.,8,1,1,scavo del 1885 
81,,11/11/2021,346222,19978,,Stuani-346222,43,447,1,15,41,108,Contrada Montedoro,27,28,15,-225,-176,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora rodia, sull'ansa è impresso in cartiglio rettangolare il bollo su due righe Έπί Γορ / γῶvος, con una testa di gorgone (?) a sinistra. Lettere chiaramente leggibili, apicate.",8,1,1,scavo del 1885 
82,,24/10/2021,346223,19979,,Stuani-346223,43,447,1,15,41,108,Peripato,29,30,15,-25,-50,11,,,,,,,Frammento di orlo di anfora Dressel 6A con impresso in cartiglio rettangolare il bollo L·SALVI. Lettere grandi ben leggibili.,8,1,1,scavo del 1885 
83,,30/04/2020,347942,210556,,Stuani-347942,43,447,1,15,41,108,,27,27,4,-300,-251,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora rodia, sull’ansa è impresso in cartiglio rettangolare il bollo ‘Σμινθίου Άγαθοκλέ[ους]. Lettere regolari.",8,1,1,
84,,02/10/2022,347943,210563,,Stuani-347943,43,447,1,15,41,108,Contrada Montedoro,27,27,4,-300,-251,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora rodia, sull’ansa è impresso in cartiglio rettangolare il bollo Άντιμάχου, con un caduceo in alto. Lettere regolari.",8,1,1,scavo del 1885 
85,,15/11/2022,347944,210583,,Stuani-347944,43,447,1,15,41,108,Contrada Montedoro,28,28,6,-200,-176,11,,,,,,,"Frammento di ansa di anfora rodia con impresso in cartiglio circolare il bollo Δαμοκράτευς, con una rosa al centro. Lettere regolari, disposte radialmente intorno alla rosa.",8,1,1,scavo del 1885 
86,,09/04/2021,347945,210592,,Stuani-347945,43,447,1,15,41,108,Contrada Montedoro,28,28,7,-175,-151,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora rodia, sull’ansa è impresso in cartiglio circolare il bollo Έγγανίκου, con una rosa al centro. Lettere appena apicate disposte radialmente intorno alla rosa, omicron più piccolo delle altre lettere.",8,1,1,scavo del 1885 
87,,24/03/2020,347946,210600,,Stuani-347946,43,447,1,15,41,108,Contrada Montedoro,28,28,7,-175,-151,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora rodia, sull’ansa è impresso in cartiglio a losanga il bollo Θευ̣[μ]νάστου, con una foglia di palma in alto. Lettere apicate.",8,1,1,scavo del 1885 
88,,23/05/2021,347947,210616,,Stuani-347947,43,447,1,15,41,108,Contrada Montedoro,27,28,15,-225,-176,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora rodia, sull'ansa è impresso in cartiglio rettangolare il bollo Πολυξένου, con due stelle agli angoli. Lettere leggermente apicate, omicron più piccolo delle altre lettere.",8,1,1,scavo del 1885 
89,,30/01/2020,347948,210638,,Stuani-347948,43,447,1,15,41,108,Contrada Montedoro,27,28,15,-225,-176,11,,,,,,,"Frammento di ansa di anfora rodia con impresso in cartiglio rettangolare il bollo su tre righe Έπί Άναξυ / βoΰλ[ου] / Δαλίου. Lettere discretamente leggibili, alfa con barra orizzontale.",8,1,1,scavo del 1885 
90,,01/06/2022,346921,50641,,Stuani-346921,46,704,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,,,10.7,,,,"Anello di sospensione per strigile, verga in bronzo a sezione circolare con estremità coniche. Ossidato e concrezionato con i tre strigili 50641.",2,1,1,scavo del 1934 Tomba 86
91,,12/12/2022,347949,210643,,Stuani-347949,43,447,1,15,41,108,Contrada Montedoro,27,28,15,-225,-176,11,,,,,,,"Frammento di ansa di anfora rodia con impresso in cartiglio rettangolare il bollo su due righe Έπί Aρισ / τọδ̣άμου, con una testa radiata di Elios a sinistra. Lettere chiaramente leggibili, leggermente apicate.",8,1,1,scavo del 1885 
92,,24/12/2020,347950,210660,,Stuani-347950,43,447,1,15,41,108,Contrada Montedoro,27,27,4,-300,-251,11,,,,,,,"Frammento di ansa di anfora rodia con impresso in cartiglio cuoriforme il bollo su due righe Έπί Θρασυ / δάμου. Lettere chiaramente leggibili, sigma lunato. ",8,1,1,scavo del 1885 
93,,13/11/2022,347951,210700,,Stuani-347951,43,447,1,15,41,108,Peripato,28,28,4,-200,-151,11,,,,,,,"Frammento di ansa di anfora cnidia con impresso in cartiglio rettangolare il bollo su tre righe Έπι Άσκλήπ / ιοδῶρου Μεν / ήτος Κνί[διον]. Lettere regolari apicate, alfa a barra spezzata, rho retrogrado. ",8,1,1,scavo del 1885 
94,,02/09/2020,347952,210703,,Stuani-347952,43,447,1,15,41,108,Contrada Montedoro,28,28,4,-200,-151,11,,,,,,,"Frammento di ansa di anfora cnidia con impresso in cartiglio rettangolare il bollo su tre righe Έπί Κληνοπό̣ /  λιος Θευδο[σί] / ου Κνίδι[ο]ν. Lettere regolari, omicron pieno più piccolo delle altre lettere, sigma lunato.",8,1,1,scavo del 1884 
95,,04/10/2020,346402,27665,,Stuani-346402,49,762,1,18, 59A,108,Contrada S. Lucia,29,30,16,-25,-50,16,,,,5.4,,,"Spathomele in argento con verga a sezione circolare, spatola appiattita di forma rettangolare. Superficie ossidata.",2,1,1,scavo del 1886 
96,,13/06/2021,347860,040985,,Stuani-347860,49,762,1,20,66,108,Piazza D'Armi - via F. Di Palma,29,30,16,-10,-25,16,,,,18.4,,,"Spathomele in bronzo, manico con verga a sezione circolare terminante con un elemento ad ogiva, lungo cucchiaio poco profondo di forma lanceolata. La verga è decorata da solchi orizzontali e da una modanatura, con un elemento sferico fra due doppi dischetti, prima dell’attacco del cucchiaio. Superficie ossidata.",2,1,1,scavo del 1931 Tomba 7
97,,14/10/2021,346135,14558,,Stuani-346135,4,28,1,18,53,108,Piazza D'Armi,29,29,8,-50,-26,16,,,2,,,,"Anello digitale tipo ""Ori di Taranto"" XIX A, verga in ferro appiattita all’interno e leggermente stondata all’esterno. Nella parte superiore è incastonato un granato a superficie convessa, con inciso un caduceo alato. Ossidato. Lacunoso in parte della verga.",3,1,1,scavo del 1911 Tomba I
98,,28/10/2022,347740,211680,,Stuani-347740,4,28,1,18,53,108,Piazza D'Armi,28,28,,-200,-101,16,,,2,,,,"Anello digitale, verga appiattita in oro a bordi aggettanti, listello centrale in ferro. Ossidato. Lacunoso in parte del listello.",3,1,1,scavo del 1911 Tomba IV
99,,20/02/2021,346247,22442,,Stuani-346247,4,28,1,18, 56B,108,Via Gorizia,28,28,5,-150,-101,16,,,1.5,,,,"Anello digitale tipo ""Ori di Taranto"" XIX, verga in oro appiattita all’interno e leggermente stondata all’esterno. Nella parte superiore è incastonato uno smeraldo a superficie appena convessa, con inciso un insetto, visibile solo tramite il calco. ",2,1,1,scavo del 1933 Tomba 23.III.1933
100,,09/08/2022,347630,66431,,Stuani-347630,4,28,1,18, 57B,108,Corso Italia,28,29,,-200,-1,11,,,1.9,,,,"Anello digitale, verga in bronzo appiattita all’interno e leggermente stondata all’esterno. Nella parte superiore appiattita di forma ovale è incisa una palmetta. Ossidato. Mancante di parte della verga.",3,1,1,scavo del 1940 
101,,22/12/2020,346430,27832,,Stuani-346430,49,762,1,20,67,108,Contrada S. Lucia,30,30,,-1,-100,16,,,,,,,"Spathomele in bronzo, manico modanato con verga a sezione quadrangolare ed impugnatura tortile, spatola a nastro con lati inflessi ed estremità arrotondata. Superficie ossidata. ",2,1,1,scavo del 1886 
102,,27/09/2021,347953,210711,,Stuani-347953,43,447,1,15,41,108,Contrada S. Lucia,27,27,4,-300,-251,11,,,,,,,"Frammento di ansa di anfora tesia con impresso in cartiglio rettangolare il bollo su due righe Θασίω[v]  / Aϊσχ[ρί]ωv, con anfora al centro. Lettere poco leggibili, superficie abrasa. ",8,1,1,scavo del 1884 
103,,21/03/2020,347954,210868,,Stuani-347954,43,447,1,15,41,108,Contrada Montedoro,29,30,17,-25,-100,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora Dressel 2/4, sull’ansa sono impressi in cartiglio rettangolare i bolli EVDE e M·OCTA. Lettere grandi ben leggibili.",8,1,1,scavo del 1885 
104,,29/01/2021,347955,210874,,Stuani-347955,43,447,1,15,41,108,Contrada Montedoro,29,29,22,-100,-1,11,,,,,,,Frammento di ansa di anfora Lamboglia 2 con impresso in cartiglio rettangolare il bollo DIOD. Lettere ben leggibili.,8,1,1,scavo del 1885 
105,,22/07/2020,347956,210875,,Stuani-347956,43,447,1,15,41,108,Contrada Montedoro,29,29,4,-100,-50,11,,,,,,,Frammento di ansa di anfora brindisina con impresso in cartiglio rettangolare il bollo retrogrado NICEPOR. Lettere ben leggibili.,8,1,1,scavo del 1885 
106,,28/08/2022,347957,210878,,Stuani-347957,43,447,1,15,41,108,Contrada Montedoro,29,29,22,-100,-1,11,,,,,,,Frammento di ansa di anfora Lamboglia 2 con impresso in cartiglio rettangolare il bollo DASIO. Lettere grandi ben leggibili.,8,1,1,scavo del 1885 
107,,27/03/2022,347958,210887,,Stuani-347958,43,447,1,15,41,108,Contrada S. Lucia,27,28,16,-210,-151,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora greco-italica, sull'ansa è impresso in cartiglio rettangolare il bollo C·ARISTO. Lettere ben leggibili, con S retrograda e A con barra spezzata.",8,1,1,scavo del 1885 
108,,30/04/2021,347959,210889,,Stuani-347959,43,447,1,15,41,108,Contrada Montedoro,27,28,16,-210,-151,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora greco-italica, sull'ansa è impresso in cartiglio rettangolare il bollo TR·LOIS[IO]. Lettere ben leggibili.",8,1,1,scavo del 1885 
109,,19/09/2020,347960,210911,,Stuani-347960,43,447,1,15,41,108,Contrada Montedoro,29,29,22,-100,-1,11,,,,,,,Frammento di ansa di anfora Lamboglia 2 con impresso in cartiglio rettangolare il bollo [S]ARAPI. Lettere grandi ben leggibili.,8,1,1,scavo del 1885 
110,,17/06/2021,347961,210921,,Stuani-347961,43,447,1,15,41,108,Peripato,29,29,4,-100,-50,11,,,,,,,"Frammento di orlo con attacco dell'ansa di anfora brindisina, sull'ansa è impresso in cartiglio rettangolare il bollo DAMA. Lettere grandi, ben leggibili.",8,1,1,scavo del 1885 
111,,29/11/2020,347962,210961,,Stuani-347962,43,447,1,15,41,108,,29,29,9,-25,-1,11,,,,,,,"Frammento di orlo di anfora Lamboglia 2 con impresso in cartiglio rettangolare il bollo MENOLA. Lettere grandi ben leggibili, N retrograda.",8,1,1,
112,,24/11/2020,345096,208926,,Stuani-345096,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,27,28,14,-250,-101,11,,,,,,,"Anfora di tradizione Coa, piccolo orlo estroflesso superiormente appiattito, basso collo cilindrico, corpo quasi biconico, anse piegate a gomito impostate sul collo e sulla spalla, puntale cilindrico. Sull’ansa è impreso  un bollo in cartiglio rettangolare Ʃωπατϱo[υ]. Lacunosa e ricomposta.",3,1,1,scavo del 2012 
113,,04/05/2020,345097,208927,,Stuani-345097,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,27,28,14,-250,-101,11,,,,,,,"Anfora di tradizione Coa, piccolo orlo estroflesso, basso collo cilindrico, corpo quasi biconico, puntale cilindrico. Mancante delle anse e di parte dell’orlo e del collo. Lacunosa e ricomposta.",3,1,1,scavo del 2012 
114,,23/03/2022,345098,208928,,Stuani-345098,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,27,27,22,-300,-201,11,,,,,,,"Anfora greco italica, con orlo a sezione triangolare, collo cilindrico, corpo fusiforme, anse impostate sul collo e sulla spalla, puntale cilindrico. Lacunosa nel puntale e nell’orlo, integrato.",3,1,1,scavo del 2012 
115,,28/11/2021,345099,208929,,Stuani-345099,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,27,27,22,-300,-201,11,,,,,,,"Anfora greco italica, con orlo a sezione triangolare, collo cilindrico, corpo fusiforme, anse impostate sul collo e sulla spalla. Mancante di un’ansa e del puntale. Ricomposta.",3,1,1,scavo del 2012 
116,,14/06/2022,347779,212496,,Stuani-347779,46,706,1,18,53,108,Piazza D'Armi,28,28,,-200,-101,16,1.9,1.6,,,,,"Applique in argento, sottile lamina quadrangolare, decorata con una maschera silenica a stampo, foro circolare in corrispondenza della bocca. Lacunosa ai due angoli.",3,1,1,scavo del 1911 Tomba IV
117,,29/09/2021,345100,208930,,Stuani-345100,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,27,28,17,-210,-101,11,,,,,,,"Anfora greco italica, con orlo a sezione triangolare, collo cilindrico, corpo fusiforme, anse impostate sul collo e sulla spalla, puntale cilindrico. Lacunosa nel puntale.",3,1,1,scavo del 2012 
118,,06/09/2020,345101,208931,,Stuani-345101,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,27,28,17,-210,-101,11,,,,,,,"Anfora greco italica, collo cilindrico, corpo fusiforme con spalla distinta, anse impostate sul collo e sulla spalla, lungo puntale cilindrico. Mancante dell’orlo, del collo e di parte delle anse. Lacunosa e ricomposta.",3,1,1,scavo del 2012 
119,,04/09/2022,345102,208932,,Stuani-345102,43,447,1,15,fuori vetrina,108,Ex Convento S. Antonio,28,29,14,-150,-26,11,,,,,,,"Anfora tipo Lamboglia 2, collo cilindrico, corpo ovoide, anse impostate sul collo e sulla spalla, puntale cilindrico. Mancante dell’orlo, di parte delle anse e del puntale. Lacunosa e ricomposta.",3,1,1,scavo del 2012 
120,,17/03/2021,346043,12414,,Stuani-346043,43,449,1,20,64,108,,30,30,,-1,-100,11,,,,,,,"Anfora in vetro tipo Isings 15, con orlo a fascia ripiegato, collo troncoconico, corpo ovoidale rastremato verso il basso, anse a nastro impostate sotto l’orlo e sulla vasca, fondo concavo. Colore verde traslucido, superficie alterata per deterioramento.",2,1,1,
121,,24/10/2022,347470,54772,,Stuani-347470,43,449,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,11,17.3,,,,,,"Anfora in vetro tipo Isings 15, con orlo estroflesso arrotondato, collo cilindrico, corpo ovoidale rastremato verso il basso, anse a nastro impostate sotto l’orlo e alla base del collo, fondo concavo. Colore verde azzurro traslucido, superficie alterata per deterioramento. ",2,1,1,scavo del 1935 
122,,20/01/2020,347472,54774,,Stuani-347472,43,449,1,20,64,108,Via Monfalcone,30,30,5,-51,-100,16,4.5,,,,,,"Piccola anfora in vetro con orlo estroflesso arrotondato, breve collo cilindrico, spalla orizzontale, corpo quasi cilindrico rastremato verso il basso, anse verticali filiformi a S impostate sul collo e sulla spalla, fondo piano. Colore verde traslucido, superficie alterata per deterioramento. Mancante della parte inferiore di un’ansa. ",3,1,1,scavo del 1935 
123,,29/08/2022,347535,60096,,Stuani-347535,43,449,1,20,67,108,Via F. Crispi,29,29,5,-50,-1,16,3.3,,,,1.6,1.9,"Anforetta in osso, orlo a fascia, basso collo cilindrico, breve spalla obliqua carenata, corpo cilindrico, anse verticali impostate sull’orlo e sulla spalla decorata con incisioni orizzontali, fondo piano inserito a incastro con cerchio a rilievo",2,1,1,scavo del 1934 
124,,11/09/2021,347631,66432,,Stuani-347631,4,28,1,18, 57B,108,Corso Italia,28,29,,-200,-1,11,,,1.9,,,,"Anello digitale, verga in ferro appiattita all’interno e leggermente stondata all’esterno. Nella parte superiore è incastonata una gemma in vetro a superficie piatta, con incisa una figura femminile danzante. Molto ossidato e incrostato.",2,1,1,scavo del 1940 
125,,18/11/2021,346048,12429,,Stuani-346048,43,449,1,20,68,108,Contrada S. Lucia - Arsenale Militare,30,30,5,-51,-100,11,5,,,,1.8,,"Piccola anfora in vetro tipo De Tommaso 25, orlo estroflesso arrotondato, collo cilindrico, corpo globulare, anse verticali filiformi ad S impostate sul collo e sulla spalla, fondo piano su tre peduncoli cilindrici. Colore verde azzurro traslucido, superficie alterata per deterioramento. Mancante di un'ansa.",3,1,1,scavo del 1885 
126,,06/01/2022,345995,12272,,Stuani-345995,46,706,1,18, 54A,108,Via Duca degli Abruzzi,28,28,4,-200,-151,16,3.5,,,,,,"Applique in osso a forma di figura femminile stante, vestita con lungo chitone con apoptygma. Fronte leggermente concavo retro piatto. Lacunosa in parte del corpo.",3,1,1,scavo del 1909 Tomba 2
127,,13/07/2021,345996,12273,,Stuani-345996,46,706,1,18, 54A,108,Via Duca degli Abruzzi,28,28,4,-200,-151,16,3.1,,,,,,"Applique in osso a forma di figura femminile stante, vestita con lungo chitone con apoptygma. Fronte leggermente concavo retro piatto. Scheggiata.",2,1,1,scavo del 1909 Tomba 2
128,,07/10/2022,346966,50655,A,Stuani-346966,46,704,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,,,,,,,"Anello in bronzo con verga a sezione circolare, pertinente probabilmente a una borchia a gancio. Ossidato.",2,1,1,scavo del 1943 Tomba 86
129,,26/11/2020,346967,50655,A,Stuani-346967,46,704,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,,,,,,,"Tre frammenti di anelli in bronzo con verga a sezione circolare, pertinenti probabilmente a borchie a gancio. Ossidato.",8,1,1,scavo del 1943 Tomba 86
130,,24/04/2022,346968,50655,A,Stuani-346968,46,704,1,18, 57A,108,Via Gorizia,28,29,15,-125,-90,16,,,,,,,Piccolo anello in bronzo con verga a sezione circolare. Ossidato.,2,1,1,scavo del 1943 Tomba 86
131,,25/01/2020,346152,19178,,Stuani-346152,46,704,1,20,66,108,Contrada S. Lucia - Villa Pepe,30,30,4,-1,-50,16,,,,,,,"Anello di sospensione per strigile, verga appiattita in bronzo con sviluppo interrotto e estremità sovrapposte.",2,1,1,scavo del 1909 
132,,24/01/2022,347509,54899,,Stuani-347509,46,704,1,20,66,108,Via G. Oberdan,29,30,16,-10,-50,16,,,,,,,Anello in bronzo con verga tortile. Ossidato.,2,1,1,scavo del 1935 
133,,18/12/2022,346636,39021,,Stuani-346636,46,704,1,20,67,108,Via D. Alighieri,30,30,3,-41,-60,16,,,1.8,9,,,"Anello in bronzo con verga a sezione circolare da cui parte una catenella di sospensione a doppia maglia terminante con un altro anello, di diametro inferiore, da cui si diramano altre due catenelle. Superficie ossidata. Anelli interi, catenelle in parte lacunose.",3,1,1,scavo del 1927 
134,,16/09/2022,346637,39021,,Stuani-346637,46,704,1,20,67,108,Via D. Alighieri,30,30,3,-41,-60,16,,,2.5,15,,,"Anello in bronzo con verga a sezione circolare da cui parte una catenella di sospensione a doppia maglia terminante con un altro anello, di diametro inferiore da cui partono altre due catenelle. Superficie ossidata. Anelli interi, catenelle in parte lacunose.",3,1,1,scavo del 1927 
135,,24/06/2021,347770,212326,,Stuani-347770,46,704,1,20,68,108,Contrada S. Lucia - Arsenale Militare,30,30,5,-51,-100,16,,,3.3,,,,"Anello in bronzo con verga a sezione circolare da cui partono quattro catenelle di sospensione a doppia maglia, tre delle quali conservano alle estremità le grappe di fissaggio. Superficie ossidata. Anello intero, catenelle in parte lacunose.",3,1,1,scavo del 1897 
136,,07/02/2022,345997,12274,,Stuani-345997,46,706,1,18, 54A,108,Via Duca degli Abruzzi,28,28,4,-200,-151,16,3,,,,,,"Applique in osso a forma di figura femminile stante, vestita con lungo chitone con apoptygma. Fronte leggermente concavo retro piatto. Scheggiata.",2,1,1,scavo del 1909 Tomba 2
137,,27/09/2021,347771,212326,,Stuani-347771,46,704,1,20,68,108,Contrada S. Lucia - Arsenale Militare,30,30,5,-51,-100,16,,,4.1,16.5,,,"Anello in bronzo con verga a sezione circolare da cui partono due catenelle di sospensione a doppia maglia, una delle quali in frammenti conserva la grappe di fissaggio. Superficie ossidata. Anello intero, catenelle in parte lacunose.",3,1,1,scavo del 1897 
